,active,confirmed,country_region,deaths,last_update,lat,long,recovered,country,iso3,inform_risk,inform_p2p_hazard_and_exposure_dimension,population_density,population_living_in_urban_areas,proportion_of_population_with_basic_handwashing_facilities_on_premises,people_using_at_least_basic_sanitation_services,inform_vulnerability,inform_health_conditions,inform_epidemic_vulnerability,mortality_rate_under_5,prevalence_of_undernourishment,inform_lack_of_coping_capacity,inform_access_to_healthcare,inform_epidemic_lack_of_coping_capacity,physicians_density,current_health_expenditure_per_capita,maternal_mortality_ratio
61,37.0,43.0,Ethiopia,2.0,4/5/2020 18:24,9.145,40.4897,4.0,Ethiopia,ETH,6.9,7.4,109.22,20.763,7.96,7.316330000000001,6.6,3.1,5.5,58.5,20.6,6.8,7.1,1.9,1,69.52,353
62,12.0,12.0,Fiji,0.0,4/5/2020 18:24,-17.7134,178.065,0.0,Fiji,FJI,2.9,3.9,48.36,56.248,No data,95.07218,3.4,3.7,5.7,25.29999924,3.7,3.1,4.4,0.9,8.37,313.17,30
63,19.0,21.0,Gabon,1.0,4/5/2020 18:24,-0.8037,11.6094,1.0,Gabon,GAB,4.2,5.2,8.22,89.37,No data,47.41328,3.4,6.3,5.7,48.29999924,10.5,6.1,6.2,6.4,3.61,555.63,291
64,1.0,4.0,Gambia,1.0,4/5/2020 18:24,13.4432,-15.3101,2.0,Gambia,GMB,4.2,7.5,225.31,61.27,7.88,39.23115,5.4,2.3,4.8,63.59999847,10.2,5.6,7.5,3.0,1.08,74.31,706
65,136.0,174.0,Georgia,2.0,4/5/2020 18:24,42.3154,43.3569,36.0,Georgia,GEO,3.9,3.2,65.28,58.632,No data,90.02479,4.8,1,6.8,10.80000019,7.9,3.2,2.5,0.9,50.98,797.18,36
66,178.0,214.0,Ghana,5.0,4/5/2020 18:24,7.9465,-1.0232,31.0,Ghana,GHA,3.8,5.9,130.82,56.06,41.05,18.472170000000002,4.3,4.7,4.4,49.29999924,5.5,5.1,5.9,2.4,1.8,189.37,319
67,1584.0,1735.0,Greece,73.0,4/5/2020 18:24,39.0742,21.8243,78.0,Greece,GRC,3.1,2.7,83.22,79.058,No data,98.98319000000001,2.8,0.2,4.3,5.300000191,2.4,2.5,0.9,3.6,45.92,2261.16,3
68,12.0,12.0,Grenada,0.0,4/5/2020 18:24,12.1165,-61.678999999999995,0.0,Grenada,GRD,1.8,3.3,327.81,36.272,No data,91.49389000000001,1.6,0.1,5.1,16.70000076,18.1,3.9,4.1,5.0,14.47,745.1,27
69,44.0,61.0,Guatemala,2.0,4/5/2020 18:24,15.7835,-90.2308,15.0,Guatemala,GTM,5.7,4.9,160.95,51.054,76.67,65.06314,5.8,1.1,4.9,27.60000038,15.2,5.5,5.4,5.9,3.55,462.41,88
70,116.0,121.0,Guinea,0.0,4/5/2020 18:24,9.9456,-9.6966,5.0,Guinea,GIN,5.1,7.1,50.52,36.14,17.45,22.71927,4.4,5.4,5.3,85.69999695,16.5,7.4,9.1,6.6,0.79,107.72,679
71,18.0,18.0,Guinea-Bissau,0.0,4/5/2020 18:24,11.8037,-15.1804,0.0,Guinea-Bissau,GNB,4.6,6.5,66.65,43.36,6.4,20.538,5.6,5.6,4.1,84.19999695,28.0,7.9,6.9,3.4,2,97.97,549
72,20.0,24.0,Guyana,4.0,4/5/2020 18:24,4.860416000000001,-58.93018000000001,0.0,Guyana,GUY,3.4,2.3,3.96,26.606,77.16,85.7631,3.2,4,4.4,31.29999924,8.1,5.3,5,5.9,7.99,332.67,229
73,19.0,21.0,Haiti,1.0,4/5/2020 18:24,18.9712,-72.2852,1.0,Haiti,HTI,6.6,6.7,403.6,55.278,22.86,34.70445,6.3,3.3,4.1,71.69999695,49.3,7.3,7.9,4.2,2.35,95.44,359
74,240.0,268.0,Honduras,22.0,4/5/2020 18:24,15.2,-86.2419,6.0,Honduras,HND,5.3,4.5,85.69,57.096,84.17,81.25126,5.4,1.1,4.0,18.20000076,12.9,5.2,4.9,2.0,3.14,400.34,129
75,633.0,733.0,Hungary,34.0,4/5/2020 18:24,47.1625,19.5033,66.0,Hungary,HUN,1.9,2.7,107.91,71.351,No data,97.99088,1.5,0.1,4.6,4.5,2.4,2.2,1.4,2.4,32.31,1963.16,17
76,3260.0,3588.0,India,99.0,4/5/2020 18:24,20.593684,78.96288,229.0,India,IND,5.4,4.9,454.94,34.03,59.55,59.54345,4.9,2.2,7.0,39.40000153,14.5,4.3,5.6,2.7,7.78,241.48,174
77,1911.0,2273.0,Indonesia,198.0,4/5/2020 18:24,-0.7893,113.9213,164.0,Indonesia,IDN,4.7,4.7,147.75,55.325,64.2,73.12839,3.2,2.7,7.1,25.39999962,8.3,4.5,6,3.5,3.78,362.72,126
78,34887.0,58226.0,Iran,3603.0,4/5/2020 18:24,32.427908,53.68804599999999,19736.0,Iran,IRN,5.2,3.9,50.22,74.898,No data,88.42187,4.9,0.1,6.2,14.89999962,4.9,4.4,3.1,4.7,11.4,1563.75,25
79,621.0,961.0,Iraq,61.0,4/5/2020 18:24,33.223191,43.679291,279.0,Iraq,IRQ,7.0,4.3,88.53,70.473,94.58,94.12102,5.9,0.5,6.2,30.39999962,29.0,6.8,5.9,2.1,8.22,493.72,50
80,7493.0,8018.0,Israel,48.0,4/5/2020 18:24,31.046051000000002,34.851612,477.0,Israel,ISR,2.7,4.1,410.53,92.418,No data,100.00001,2.0,0.1,5.3,3.599999905,2.4,2.1,0.8,1.7,32.18,2843.04,5
81,45.0,55.0,Jamaica,3.0,4/5/2020 18:24,18.1096,-77.2975,7.0,Jamaica,JAM,3.1,3.8,270.99,55.674,66.42,87.3126,2.3,1.7,5.8,15.19999981,8.0,3.6,4.2,0.8,13.2,535.66,89
82,2548.0,3139.0,Japan,77.0,4/5/2020 18:24,36.204824,138.252924,514.0,Japan,JPN,2.3,3.2,347.07,91.616,No data,99.89471,1.5,0.2,4.5,2.599999905,2.4,1.5,1.1,3.5,24.12,4592.43,5
83,230.0,345.0,Jordan,5.0,4/5/2020 18:24,31.24,36.51,110.0,Jordan,JOR,4.6,4.7,112.14,90.979,No data,97.33975,6.3,0.1,4.9,17,12.2,4.3,3.3,3.0,23.44,494.75,58
84,536.0,584.0,Kazakhstan,6.0,4/5/2020 18:24,48.0196,66.9237,42.0,Kazakhstan,KAZ,1.9,2.6,6.77,57.428,99,97.8737,0.7,0.5,5.6,10,2.4,3.8,2.3,5.3,32.52,858.77,12
85,134.0,142.0,Kenya,4.0,4/5/2020 18:24,-0.0236,37.9062,4.0,Kenya,KEN,6.0,6.1,90.3,27.03,24.65,29.05112,6.0,4.6,5.7,45.59999847,29.4,6.2,7.7,5.0,1.99,143.54,510
86,456.0,556.0,Kuwait,1.0,4/5/2020 18:24,29.311659999999996,47.481766,99.0,Kuwait,KWT,1.8,4.9,232.17,100,No data,100.0,1.5,0.3,4.5,8.100000381,2.8,3.7,1,4.8,25.79,2899.26,4
87,137.0,147.0,Kyrgyzstan,1.0,4/5/2020 18:24,41.20438,74.766098,9.0,Kyrgyzstan,KGZ,3.9,3.6,32.93,36.351,89.22,96.50707,2.6,0.8,5.0,20,7.1,4.5,4.2,4.5,18.76,240.23,76
88,531.0,533.0,Latvia,1.0,4/5/2020 18:24,56.8796,24.6032,1.0,Latvia,LVA,1.5,2.4,30.98,68.142,No data,92.14826,1.2,0.7,4.6,4.199999809,2.4,2.6,2.1,3.2,31.95,1589.69,18
89,455.0,527.0,Lebanon,18.0,4/5/2020 18:24,33.8547,35.8623,54.0,Lebanon,LBN,5.2,4.6,669.49,88.593,No data,98.47664,6.1,0.1,5.8,7.800000191,11.0,4.2,3.9,5.4,22.71,1147.37,15
90,7.0,13.0,Liberia,3.0,4/5/2020 18:24,6.4280550000000005,-9.429499,3.0,Liberia,LBR,5.3,6.8,50.03,51.151,1.19,16.97352,6.2,4.8,5.0,74.69999695,37.2,7.6,7.5,5.5,0.37,133.15,725
91,17.0,18.0,Libya,1.0,4/5/2020 18:24,26.3351,17.228331,0.0,Libya,LBY,6.2,3.0,3.8,80.102,No data,100.0,4.4,0.4,3.4,12.39999962,10.4,6.7,3.4,1.2,21.58,627.31,9
92,76.0,77.0,Liechtenstein,1.0,4/5/2020 18:24,47.14,9.55,0.0,Liechtenstein,LIE,0.9,1.9,236.94,14.338,No data,99.95,0.8,x,4.4,No data,2.4,1.1,x,2.4,No data,No data,No data
93,791.0,811.0,Lithuania,13.0,4/5/2020 18:24,55.1694,23.8813,7.0,Lithuania,LTU,1.4,2.4,44.53,67.679,No data,93.35364,1.2,0.5,6.2,4.300000191,2.4,2.4,1.3,1.2,43.37,1978.27,10
94,2268.0,2804.0,Luxembourg,36.0,4/5/2020 18:24,49.8153,6.1296,500.0,Luxembourg,LUX,0.9,3.8,250.09,90.981,No data,97.60054000000001,1.3,0.3,4.9,2.599999905,2.4,1.3,0.9,6.8,30.27,6374.2,10
95,70.0,72.0,Madagascar,0.0,4/5/2020 18:24,-18.766947000000002,46.869107,2.0,Madagascar,MDG,5.2,6.8,45.14,37.191,50.54,10.50676,5.1,4,5.3,44.20000076,44.4,7.2,6.9,5.5,1.81,90.43,353
96,4.0,4.0,Malawi,0.0,4/5/2020 18:24,-13.254307999999998,34.301525,0.0,Malawi,MWI,4.9,6.4,192.44,16.937,8.7,26.22615,6.1,6.3,6.0,55.40000153,17.5,6.7,7.5,1.7,0.16,115.16,634
97,2596.0,3662.0,Malaysia,61.0,4/5/2020 18:24,4.210483999999999,101.97576600000001,1005.0,Malaysia,MYS,3.3,4.2,95.96,76.036,No data,99.57203,3.1,0.7,2.6,7.900000095,2.5,3.1,3.3,3.9,15.13,1052.55,40
98,6.0,19.0,Maldives,0.0,4/5/2020 18:24,3.2028,73.2207,13.0,Maldives,MDV,2.4,5.4,1718.99,39.808,95.8,99.37299999999999,1.9,0.3,4.4,7.900000095,10.3,4.2,3.2,6.5,10.38,1628.54,68
99,39.0,45.0,Mali,5.0,4/5/2020 18:24,17.570692,-3.9961660000000006,1.0,Mali,MLI,6.4,6.2,15.64,42.356,52.23,39.33542,6.1,4.3,6.6,106,6.3,6.7,8.1,2.3,1.39,81.18,587
100,222.0,227.0,Malta,0.0,4/5/2020 18:24,35.9375,14.3754,5.0,Malta,MLT,1.9,4.7,1511.03,94.612,No data,99.95599,2.1,0.1,3.5,6.400000095,2.4,2.4,0.5,5.4,38.26,3511.14,9
101,3.0,6.0,Mauritania,1.0,4/5/2020 18:24,21.0079,-10.9408,2.0,Mauritania,MRT,5.7,5.7,4.27,53.672,15.95,48.43549,6.2,1.5,5.2,79,10.4,6.5,7.3,2.9,1.79,163.92,602
102,213.0,227.0,Mauritius,7.0,4/5/2020 18:24,-20.348404000000002,57.552152,7.0,Mauritius,MUS,2.0,3.0,623.3,40.793,No data,95.50484,1.4,0.7,5.2,13.10000038,6.5,2.9,3.2,2.7,20.25,1206.74,53
103,1178.0,1890.0,Mexico,79.0,4/5/2020 18:24,23.6345,-102.5528,633.0,Mexico,MEX,5.1,3.9,64.91,80.156,87.85,91.18306,3.7,0.9,6.0,13.39999962,3.6,4.5,3.1,3.9,22.48,971.82,38
104,12.0,14.0,Mongolia,0.0,4/5/2020 18:24,46.8625,103.8467,2.0,Mongolia,MNG,2.8,3.7,2.04,68.445,71.18,58.47939,3.0,2.6,3.3,17.20000076,13.4,5.0,3.8,4.0,28.87,466.69,44
105,211.0,214.0,Montenegro,2.0,4/5/2020 18:24,42.708678000000006,19.37439,1.0,Montenegro,MNE,2.2,2.9,46.27,66.813,No data,97.77388,1.4,0.2,5.5,3.5,2.4,3.3,3.1,3.0,23.34,1333.93,7
106,850.0,990.0,Morocco,69.0,4/5/2020 18:24,31.7917,-7.0926,71.0,Morocco,MAR,4.1,4.8,80.73,62.453,No data,88.50364,3.3,0.5,5.8,23.29999924,3.4,4.8,4.5,5.1,7.27,465.7,121
107,9.0,10.0,Mozambique,0.0,4/5/2020 18:24,-18.665695,35.529562,1.0,Mozambique,MOZ,6.2,6.6,37.51,35.988,12.23,29.360290000000003,6.8,9.3,4.9,72.40000153,27.9,6.7,7.6,5.2,0.73,61.65,489
108,13.0,16.0,Namibia,0.0,4/5/2020 18:24,-22.9576,18.4904,3.0,Namibia,NAM,3.8,5.1,2.97,50.032,44.6,34.50374,4.7,5.9,4.4,44.20000076,27.3,5.0,5.2,5.8,No data,969.26,265
109,8.0,9.0,Nepal,0.0,4/5/2020 18:24,28.1667,84.25,1.0,Nepal,NPL,5.4,5.1,195.94,19.74,47.78,62.0536,4.7,2.3,6.6,33.70000076,8.7,5.8,6.2,0.9,6.51,155.97,258
110,882.0,1039.0,New Zealand,1.0,4/5/2020 18:24,-40.9006,174.886,156.0,New Zealand,NZL,1.6,3.1,18.55,86.538,No data,100.0,0.9,0.1,5.7,5.300000191,2.4,1.8,0.9,3.3,30.25,3664.72,11
111,5.0,6.0,Nicaragua,1.0,4/5/2020 18:24,12.865416,-85.207229,0.0,Nicaragua,NIC,5.2,4.3,53.73,58.522,No data,74.43473,3.6,1,5.6,17.20000076,17.0,5.2,4.7,5.6,10.06,484.53,150
112,136.0,144.0,Niger,8.0,4/5/2020 18:24,17.607789,8.081666,0.0,Niger,NER,6.7,7.0,17.72,16.425,8.98,13.56666,6.8,4.5,5.8,84.5,16.5,7.7,7.9,5.8,0.5,61.43,553
113,192.0,224.0,Nigeria,5.0,4/5/2020 18:24,9.082,8.6753,27.0,Nigeria,NGA,6.9,6.7,215.06,50.344,41.95,39.17175,6.1,6.1,6.1,100.1999969,13.4,6.5,9.3,0.9,3.83,213.74,814
114,514.0,555.0,North Macedonia,18.0,4/5/2020 18:24,41.6086,21.7453,23.0,North Macedonia,MKD,2.6,3.1,82.59,57.963,No data,99.12474,1.7,0.1,4.5,13.69999981,3.2,3.6,2.7,2.6,28.74,934.58,8
115,235.0,298.0,Oman,2.0,4/5/2020 18:24,21.512583,55.923255000000005,61.0,Oman,OMN,2.5,5.0,15.6,84.539,97.4,100.0,1.4,0.1,3.5,11.30000019,6.8,3.6,1.5,2.8,19.7,2826.85,17
116,2870.0,3123.0,Pakistan,45.0,4/5/2020 18:24,30.3753,69.3451,208.0,Pakistan,PAK,6.3,5.6,275.29,36.666,59.61,59.8695,5.8,1.8,5.3,74.90000153,20.3,5.6,6.3,4.5,9.75,144.12,178
117,1742.0,1801.0,Panama,46.0,4/5/2020 18:24,8.538,-80.7821,13.0,Panama,PAN,3.5,4.0,56.19,67.709,No data,83.31546,2.8,1,5.1,16.10000038,10.0,4.1,3.3,3.4,15.7,1750.3,94
118,1.0,1.0,Papua New Guinea,0.0,4/5/2020 18:24,-6.314993,143.95555,0.0,Papua New Guinea,PNG,5.8,5.6,19.0,13.169,No data,12.94927,5.1,5.7,3.2,53.40000153,8.9,7.3,6.7,4.0,No data,92.27,215
119,89.0,104.0,Paraguay,3.0,4/5/2020 18:24,-23.4425,-58.4438,12.0,Paraguay,PRY,3.3,2.7,17.51,61.585,79.6,89.78369,3.5,1.3,5.9,21,10.7,4.4,4.4,3.2,13.66,767.77,132
120,1284.0,2281.0,Peru,83.0,4/5/2020 18:24,-9.19,-75.0152,914.0,Peru,PER,4.6,4.2,24.99,77.907,No data,74.34295,4.2,0.9,5.3,15,9.7,4.5,4.8,2.8,12.7,681,68
121,3030.0,3246.0,Philippines,152.0,4/5/2020 18:24,12.879721,121.77401699999999,64.0,Philippines,PHL,5.3,4.7,357.69,46.907,78.46,76.5335,4.7,3.9,5.0,28.10000038,13.3,4.1,4.7,1.5,No data,342.29,114
